Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Description,Risk target
22,female,2,rent,little,little,1366,9,radio/TV,"3. The applicant is a 22-year-old female with a job level of 2, renting a home. She has little savings and a little checking account balance. She is seeking a loan of $1,366 for a radio/TV with a repayment period of 9 months.",Good risk
30,male,2,rent,little,moderate,2002,12,car,"4. The applicant is a 30-year-old male with a job level of 2, renting a home. He has little savings and a moderate checking account balance. He is seeking a loan of $2,002 for a car with a repayment period of 12 months.",Good risk
55,male,2,own,little,little,6872,24,furniture/equipment,"5. The applicant is a 55-year-old male with a job level of 2, owning a home. He has little savings and a little checking account balance. He is seeking a loan of $6,872 for furniture/equipment with a repayment period of 24 months.",Bad risk
46,male,2,own,little,little,697,12,car,"1. This applicant is a 46-year-old male with a stable job, seeking a modest loan of $697 for a car purchase over a 12-month period. While his savings and checking account balances are low, his employment status and the purpose of the loan suggest a reasonable credit risk.",Good risk
21,female,2,rent,little,little,1049,18,furniture/equipment,"2. The applicant is a 21-year-old female with a stable job, seeking a $1,049 loan for furniture or equipment over an 18-month period. Her limited savings and checking account balances, as well as her young age, may indicate a higher credit risk. However, the loan amount and purpose appear reasonable for her situation.",Good risk
39,male,2,free,little,little,10297,48,car,"3. This 39-year-old male applicant with a stable job is seeking a substantial loan of $10,297 for a car purchase, to be repaid over 48 months. While his savings and checking account balances are low, the loan amount and purpose may be justified by his employment status. However, the extended repayment period could increase the credit risk.",Bad risk
58,male,2,own,little,moderate,1867,30,radio/TV,"4. The applicant is a 58-year-old male with a stable job, seeking a $1,867 loan for a radio or TV purchase over a 30-month period. His moderate checking account balance and employment status suggest a reasonable credit risk, although the loan purpose may be considered less essential than others.",Good risk
43,male,1,own,little,little,1344,12,car,"5. This 43-year-old male applicant with a lower job level is seeking a $1,344 loan for a car purchase over a 12-month period. While his savings and checking account balances are low, his employment status and the purpose of the loan suggest a reasonable credit risk, provided his income is sufficient to support the repayment.",Good risk
24,male,1,own,little,little,1747,24,furniture/equipment,"1. A 24-year-old male applicant with a low-level job and little savings or checking account balance is seeking a credit amount of $1,747 for a 24-month term to finance furniture or equipment purchases.",Bad risk
22,female,2,own,little,moderate,1670,9,radio/TV,"2. A 22-year-old female applicant with a mid-level job, moderate checking account balance, and little savings is requesting a credit amount of $1,670 for a 9-month term to purchase a radio or TV.",Good risk
30,male,2,own,little,moderate,1224,9,car,"3. A 30-year-old male applicant with a mid-level job, moderate checking account balance, and little savings is applying for a credit amount of $1,224 for a 9-month term to finance a car purchase.",Good risk
42,male,2,own,quite rich,moderate,522,12,radio/TV,"4. A 42-year-old male applicant with a mid-level job, quite rich savings account, and moderate checking account balance is seeking a credit amount of $522 for a 12-month term to purchase a radio or TV.",Good risk
23,female,2,own,little,little,1498,12,radio/TV,"5. A 23-year-old female applicant with a mid-level job, little savings, and little checking account balance is requesting a credit amount of $1,498 for a 12-month term to purchase a radio or TV.",Good risk
30,male,3,own,moderate,moderate,1919,30,radio/TV,"1. This credit applicant is a 30-year-old male with a job level of 3 and owns a home. He has moderate savings and checking account balances. He is seeking a loan of $1,919 for a term of 30 months to finance the purchase of a radio or television.",Good risk
28,female,1,own,little,rich,745,9,radio/TV,2. The applicant is a 28-year-old female with a job level of 1 and owns a home. She has little savings but a rich checking account balance. She is requesting a loan of $745 for a term of 9 months to finance the purchase of a radio or television.,Good risk
30,male,3,rent,little,moderate,2063,6,radio/TV,"3. This is a 30-year-old male with a job level of 3 who rents his housing. He has little savings but a moderate checking account balance. He is applying for a loan of $2,063 for a term of 6 months to finance the purchase of a radio or television.",Good risk
42,male,2,free,little,moderate,6288,60,education,"4. The applicant is a 42-year-old male with a job level of 2 and free housing. He has little savings but a moderate checking account balance. He is seeking a loan of $6,288 for a term of 60 months for educational purposes.",Bad risk
46,male,3,own,little,moderate,6842,24,car,"5. This is a 46-year-old male with a job level of 3 who owns a home. He has little savings but a moderate checking account balance. He is applying for a loan of $6,842 for a term of 24 months to finance the purchase of a car.",Bad risk
45,male,3,own,little,moderate,3527,12,car,"1. This credit applicant is a 45-year-old male with a stable job level of 3 and owns his own home. While his savings account balance is low, his checking account balance is moderate. He is seeking a loan of $3,527 for a car purchase with a 12-month repayment period.",Good risk
31,male,1,own,little,moderate,1546,10,car,"2. The applicant is a 31-year-old male with an entry-level job (level 1) but owns his own home. His savings account balance is low, but his checking account balance is moderate. He is requesting a $1,546 loan for a car purchase with a 10-month repayment period.",Good risk
